ID,Text,Category,Priority
5571,There is a problem with Teams on the router. Error: ERR-9999. Kindly assist.,Account/Access Issue,low
5572,My router stopped working when I tried to use CRM Portal. Error displayed: AUTH-007.,Account/Access Issue,medium
5573,CRM Portal fails to load on my printer showing 0x80070005.,Security,high
5574,I can't log into Database from my server. It returns ERR42. Issue reported by user.,Software Bug,low
5575,I can't log into Teams from my mobile. It returns ERR42. Please resolve soon.,Other,high
5576,"I am unable to access Zoom on my router, it shows error AUTH-007. Please resolve soon.",Network Problem,medium
5577,WiFi fails to load on my laptop showing 0xC004F012. Needs immediate attention.,Network Problem,high
5578,Salesforce keeps crashing on my printer. Code ERR42. Occurs intermittently.,Service Request,high
5579,VPN keeps crashing on my mobile. Code FAIL-101. Please resolve soon.,Network Problem,high
5580,"I am unable to access Active Directory on my laptop, it shows error AUTH-007. Kindly assist.",Other,medium
5581,I can't log into Outlook from my server. It returns TIMEOUT-22. Please resolve soon.,Software Bug,critical
5582,My laptop stopped working when I tried to use Email. Error displayed: 0x80070005.,Account/Access Issue,high
5583,VPN fails to load on my router showing 0xC004F012. Needs immediate attention.,Hardware Issue,high
5584,I can't log into Email from my printer. It returns 0x80070005. Issue reported by user.,Security,high
5585,My tablet stopped working when I tried to use Teams. Error displayed: 0xC004F012. Kindly assist.,Security,high
5586,Outlook fails to load on my tablet showing TIMEOUT-22. Kindly assist.,Other,critical
5587,Teams fails to load on my mobile showing FAIL-101. Needs immediate attention.,Network Problem,high
5588,My desktop stopped working when I tried to use Teams. Error displayed: ERR-9999. Kindly assist.,Network Problem,critical
5589,VPN keeps crashing on my server. Code ERR-9999. Needs immediate attention.,Hardware Issue,medium
5590,"I am unable to access Active Directory on my tablet, it shows error ERR-9999. Issue reported by user.",Network Problem,low
5591,I can't log into Email from my laptop. It returns 0xC004F012. Issue reported by user.,Software Bug,high
5592,There is a problem with VPN on the mobile. Error: 0x80070005. Kindly assist.,Security,high
5593,My printer stopped working when I tried to use CRM Portal. Error displayed: 0xC004F012. Issue reported by user.,Service Request,high
5594,"I am unable to access Active Directory on my laptop, it shows error AUTH-007. Occurs intermittently.",Other,medium
5595,VPN keeps crashing on my router. Code AUTH-007. Issue reported by user.,Network Problem,medium
5596,My server stopped working when I tried to use Database. Error displayed: AUTH-007. Occurs intermittently.,Hardware Issue,medium
5597,I can't log into Email from my server. It returns FAIL-101. Occurs intermittently.,Software Bug,high
5598,Teams fails to load on my router showing FAIL-101.,Network Problem,high
5599,There is a problem with CRM Portal on the desktop. Error: ERR-9999. Please resolve soon.,Service Request,medium
5600,I can't log into Salesforce from my server. It returns 0xC004F012. Kindly assist.,Service Request,high
5601,Teams keeps crashing on my desktop. Code FAIL-101. Occurs intermittently.,Other,high
5602,WiFi fails to load on my laptop showing ERR42.,Software Bug,low
5603,I can't log into Zoom from my router. It returns AUTH-007. Issue reported by user.,Account/Access Issue,medium
5604,CRM Portal keeps crashing on my router. Code 0xC004F012.,Network Problem,high
5605,CRM Portal keeps crashing on my laptop. Code FAIL-101. Occurs intermittently.,Security,high
5606,"I am unable to access Active Directory on my desktop, it shows error AUTH-007. Needs immediate attention.",Account/Access Issue,medium
5607,My laptop stopped working when I tried to use Active Directory. Error displayed: AUTH-007. Issue reported by user.,Hardware Issue,medium
5608,My router stopped working when I tried to use Email. Error displayed: ERR42. Occurs intermittently.,Network Problem,high
5609,There is a problem with Salesforce on the desktop. Error: FAIL-101. Please resolve soon.,Security,high
5610,"I am unable to access Database on my mobile, it shows error 0x80070005.",Security,high
5611,My printer stopped working when I tried to use CRM Portal. Error displayed: ERR42. Issue reported by user.,Software Bug,medium
5612,Database fails to load on my server showing 0xC004F012. Occurs intermittently.,Network Problem,high
5613,There is a problem with Email on the laptop. Error: 0x80070005. Occurs intermittently.,Service Request,high
5614,"I am unable to access VPN on my server, it shows error 0x80070005.",Account/Access Issue,high
5615,Outlook fails to load on my laptop showing ERR42. Please resolve soon.,Hardware Issue,high
5616,"I am unable to access Salesforce on my laptop, it shows error TIMEOUT-22. Issue reported by user.",Security,critical
5617,I can't log into Teams from my server. It returns ERR-9999. Kindly assist.,Account/Access Issue,medium
5618,"I am unable to access Database on my desktop, it shows error NET-503. Please resolve soon.",Network Problem,critical
5619,Salesforce fails to load on my desktop showing AUTH-007. Occurs intermittently.,Other,medium
5620,CRM Portal keeps crashing on my router. Code 0xC004F012. Please resolve soon.,Network Problem,high
5621,I can't log into Active Directory from my laptop. It returns 0x80070005. Needs immediate attention.,Software Bug,high
5622,CRM Portal fails to load on my router showing 0xC004F012. Please resolve soon.,Security,high
5623,WiFi fails to load on my laptop showing ERR42. Needs immediate attention.,Software Bug,low
5624,My server stopped working when I tried to use Teams. Error displayed: TIMEOUT-22. Issue reported by user.,Account/Access Issue,critical
5625,I can't log into Active Directory from my mobile. It returns ERR42. Issue reported by user.,Other,low
5626,I can't log into Teams from my router. It returns AUTH-007. Please resolve soon.,Security,medium
5627,I can't log into Active Directory from my printer. It returns ERR-9999. Occurs intermittently.,Account/Access Issue,critical
5628,CRM Portal keeps crashing on my router. Code TIMEOUT-22. Occurs intermittently.,Hardware Issue,critical
5629,My printer stopped working when I tried to use Database. Error displayed: NET-503. Needs immediate attention.,Security,critical
5630,There is a problem with Salesforce on the desktop. Error: FAIL-101. Issue reported by user.,Security,high
5631,My laptop stopped working when I tried to use Teams. Error displayed: 0xC004F012. Occurs intermittently.,Security,high
5632,I can't log into WiFi from my laptop. It returns AUTH-007. Occurs intermittently.,Service Request,medium
5633,Active Directory keeps crashing on my desktop. Code FAIL-101. Needs immediate attention.,Service Request,high
5634,There is a problem with CRM Portal on the laptop. Error: AUTH-007. Please resolve soon.,Security,medium
5635,There is a problem with Zoom on the router. Error: FAIL-101. Kindly assist.,Network Problem,high
5636,"I am unable to access Teams on my mobile, it shows error TIMEOUT-22. Needs immediate attention.",Other,critical
5637,WiFi fails to load on my laptop showing 0x80070005.,Software Bug,high
5638,CRM Portal fails to load on my router showing 0x80070005. Kindly assist.,Account/Access Issue,high
5639,Salesforce keeps crashing on my router. Code FAIL-101. Occurs intermittently.,Account/Access Issue,high
5640,CRM Portal fails to load on my tablet showing AUTH-007.,Software Bug,medium
5641,There is a problem with VPN on the tablet. Error: 0xC004F012. Needs immediate attention.,Other,high
5642,There is a problem with WiFi on the server. Error: NET-503. Please resolve soon.,Account/Access Issue,critical
5643,There is a problem with Teams on the laptop. Error: TIMEOUT-22. Occurs intermittently.,Other,critical
5644,WiFi fails to load on my laptop showing 0x80070005. Occurs intermittently.,Software Bug,high
5645,I can't log into Outlook from my server. It returns AUTH-007.,Account/Access Issue,medium
5646,I can't log into Salesforce from my printer. It returns NET-503. Issue reported by user.,Hardware Issue,critical
5647,"I am unable to access Active Directory on my router, it shows error TIMEOUT-22. Occurs intermittently.",Hardware Issue,critical
5648,Email keeps crashing on my server. Code 0xC004F012. Please resolve soon.,Service Request,high
5649,Salesforce keeps crashing on my tablet. Code TIMEOUT-22. Issue reported by user.,Service Request,critical
5650,There is a problem with Email on the mobile. Error: AUTH-007. Occurs intermittently.,Service Request,medium
5651,CRM Portal fails to load on my router showing TIMEOUT-22. Occurs intermittently.,Account/Access Issue,critical
5652,Zoom keeps crashing on my printer. Code AUTH-007. Needs immediate attention.,Security,medium
5653,There is a problem with VPN on the server. Error: ERR42. Needs immediate attention.,Security,medium
5654,Outlook keeps crashing on my tablet. Code ERR-9999. Needs immediate attention.,Account/Access Issue,high
5655,I can't log into Salesforce from my printer. It returns FAIL-101. Needs immediate attention.,Security,high
5656,My printer stopped working when I tried to use WiFi. Error displayed: ERR42. Issue reported by user.,Account/Access Issue,medium
5657,There is a problem with Teams on the router. Error: NET-503. Please resolve soon.,Service Request,critical
5658,My server stopped working when I tried to use WiFi. Error displayed: NET-503. Issue reported by user.,Hardware Issue,critical
5659,There is a problem with VPN on the desktop. Error: AUTH-007. Please resolve soon.,Other,medium
5660,There is a problem with CRM Portal on the tablet. Error: FAIL-101. Needs immediate attention.,Account/Access Issue,high
5661,My printer stopped working when I tried to use CRM Portal. Error displayed: 0xC004F012. Issue reported by user.,Service Request,high
5662,Email keeps crashing on my printer. Code AUTH-007. Issue reported by user.,Hardware Issue,medium
5663,Database fails to load on my router showing AUTH-007. Issue reported by user.,Service Request,medium
5664,"I am unable to access Email on my laptop, it shows error ERR-9999. Occurs intermittently.",Software Bug,low
5665,There is a problem with Outlook on the laptop. Error: TIMEOUT-22. Occurs intermittently.,Hardware Issue,critical
5666,My server stopped working when I tried to use Email. Error displayed: ERR-9999.,Service Request,low
5667,My server stopped working when I tried to use Zoom. Error displayed: ERR42.,Network Problem,low
5668,My tablet stopped working when I tried to use Database. Error displayed: AUTH-007. Occurs intermittently.,Hardware Issue,medium
5669,I can't log into Database from my mobile. It returns ERR42. Issue reported by user.,Account/Access Issue,low
5670,Database keeps crashing on my printer. Code 0x80070005. Issue reported by user.,Hardware Issue,high
5671,Active Directory fails to load on my mobile showing FAIL-101. Kindly assist.,Software Bug,high
